24.109,-16.000,4.500,4.713,-0.001,-0.009,0.000,-3.142,0.000,-3.142,0.006,6.277,-0.046,-0.027,-1.574,5.945,0.059,-0.101,
24.211,-16.000,4.500,4.714,-0.001,-0.046,0.000,-3.142,0.000,-3.142,0.004,6.277,0.147,-0.028,-1.575,5.943,0.193,0.043,
24.310,-16.000,4.500,4.715,0.000,-0.077,0.000,-3.142,0.000,-3.142,0.004,6.277,0.103,-0.029,-1.575,5.943,0.151,0.005,
24.411,-16.000,4.500,4.715,0.000,-0.047,0.000,-3.142,0.000,-3.142,0.004,6.277,0.138,-0.028,-1.575,5.943,0.186,0.034,
24.507,-16.000,4.500,4.716,-0.002,-0.056,0.000,-3.142,0.000,-3.142,0.004,6.277,0.105,-0.030,-1.575,5.943,0.151,0.005,
24.612,-16.000,4.500,4.717,0.000,-0.029,0.000,-3.142,0.000,-3.142,0.019,6.272,0.474,-0.169,-1.574,5.945,0.136,-0.009,
24.708,-16.000,4.500,4.717,0.000,-0.012,0.000,-3.142,0.000,-3.142,0.091,6.256,0.614,-0.143,-1.573,5.946,0.059,-0.093,
24.807,-16.000,4.500,4.717,0.000,-0.006,0.000,-3.142,0.000,-3.142,0.140,6.248,0.139,-0.035,-1.573,5.945,0.074,-0.079,
24.907,-16.000,4.500,4.717,0.000,-0.010,0.000,-3.142,0.000,-3.142,0.173,6.238,0.413,-0.172,-1.573,5.945,0.070,-0.083,
25.007,-16.000,4.500,4.717,0.000,-0.003,0.000,-3.142,0.000,-3.142,0.194,6.232,-0.018,-0.090,-1.573,5.945,0.080,-0.074,
25.107,-16.000,4.500,4.717,-0.001,0.003,0.000,-3.142,0.000,-3.142,0.137,6.218,-0.566,-0.084,-1.574,5.945,0.102,-0.052,
25.208,-16.000,4.500,4.717,0.000,-0.002,0.000,-3.142,0.000,-3.142,0.105,6.218,-0.186,-0.028,-1.573,5.945,0.090,-0.064,
25.309,-16.000,4.500,4.717,0.000,0.004,0.000,-3.142,0.000,-3.142,0.101,6.218,0.034,-0.029,-1.573,5.946,0.110,-0.041,
25.411,-16.000,4.500,4.715,-0.002,0.066,0.000,-3.142,0.000,-3.142,0.103,6.218,-0.124,-0.025,-1.571,5.948,0.006,-0.147,
25.508,-16.000,4.500,4.715,0.000,-0.011,0.000,-3.142,0.000,-3.142,0.114,6.226,0.434,0.228,-1.573,5.945,0.074,-0.080,
25.610,-16.000,4.500,4.715,0.000,-0.023,0.000,-3.142,0.000,-3.142,0.191,0.013,0.566,0.508,-1.573,5.946,0.056,-0.097,
25.711,-16.000,4.500,4.715,0.000,0.002,0.000,-3.142,0.000,-3.142,0.216,0.025,-0.314,-0.165,-1.573,5.945,0.086,-0.069,
25.812,-16.000,4.500,4.715,-0.001,0.016,0.000,-3.142,0.000,-3.142,0.134,6.240,-0.594,-0.799,-1.574,5.945,0.113,-0.041,
25.909,-16.000,4.500,4.715,0.000,-0.010,0.000,-3.142,0.000,-3.142,0.083,6.160,0.181,-0.801,-1.573,5.945,0.090,-0.064,
26.007,-16.000,4.500,4.715,0.000,-0.023,0.000,-3.142,0.000,-3.142,0.165,6.128,0.853,-0.098,-1.573,5.946,0.056,-0.096,
26.108,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.227,6.168,0.140,0.711,-1.573,5.945,0.072,-0.082,
26.210,-16.000,4.500,4.715,-0.001,0.014,0.000,-3.142,0.000,-3.142,0.163,6.237,-0.665,0.244,-1.574,5.945,0.112,-0.043,
26.310,-16.000,4.500,4.715,-0.001,0.014,0.000,-3.142,0.000,-3.142,0.070,6.199,-0.681,-0.867,-1.574,5.945,0.114,-0.040,
26.408,-16.000,4.500,4.715,0.000,-0.017,0.000,-3.142,0.000,-3.142,0.080,6.135,0.701,-0.489,-1.573,5.945,0.071,-0.082,
26.508,-16.000,4.500,4.715,0.000,-0.019,0.000,-3.142,0.000,-3.142,0.173,6.142,0.931,0.419,-1.573,5.946,0.054,-0.099,
26.610,-16.000,4.500,4.715,0.000,0.001,0.000,-3.142,0.000,-3.142,0.186,6.221,-0.257,0.522,-1.573,5.945,0.087,-0.067,
26.707,-16.000,4.500,4.715,-0.001,0.008,0.000,-3.142,0.000,-3.142,0.125,6.230,-0.765,-0.191,-1.574,5.945,0.105,-0.050,
26.809,-16.000,4.500,4.715,0.000,-0.006,0.000,-3.142,0.000,-3.142,0.079,6.168,-0.010,-0.280,-1.573,5.945,0.089,-0.065,
26.908,-16.000,4.500,4.715,0.000,-0.013,0.000,-3.142,0.000,-3.142,0.136,6.149,0.635,-0.090,-1.573,5.946,0.061,-0.091,
27.011,-16.000,4.500,4.715,0.000,-0.009,0.000,-3.142,0.000,-3.142,0.187,6.152,0.419,0.054,-1.573,5.945,0.067,-0.086,
27.110,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.202,6.157,0.031,-0.025,-1.573,5.945,0.081,-0.073,
27.207,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.083,-0.071,
27.310,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.083,-0.070,
27.411,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.083,-0.070,
27.511,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.083,-0.070,
27.610,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.083,-0.070,
27.711,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.083,-0.070,
27.810,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
27.911,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
28.009,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
28.108,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
28.208,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
28.310,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
28.410,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
28.509,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
28.608,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
28.710,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
28.811,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
28.910,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
29.009,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.083,-0.070,
29.107,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
29.208,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
29.311,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
29.408,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
29.507,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
29.610,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
29.707,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
29.809,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
29.910,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
30.010,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
30.107,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
30.209,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
30.312,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
30.410,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
30.509,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
30.607,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
30.707,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
30.810,-16.000,4.500,4.715,0.000,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.004,-0.028,-1.573,5.945,0.084,-0.070,
30.909,-16.000,4.492,4.715,0.133,-0.008,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.023,-0.034,-1.574,5.945,0.078,-0.076,
31.010,-16.000,4.472,4.716,0.247,-0.012,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.036,-0.036,-1.574,5.945,0.062,-0.086,
31.107,-16.000,4.442,4.717,0.347,-0.017,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.035,-0.035,-1.573,5.945,0.061,-0.089,
31.209,-16.000,4.402,4.718,0.435,-0.010,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.034,-0.036,-1.573,5.945,0.058,-0.087,
31.310,-15.999,4.354,4.719,0.509,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.010,-0.035,-1.573,5.945,0.078,-0.072,
31.410,-15.999,4.300,4.719,0.570,-0.003,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.003,-0.034,-1.573,5.945,0.083,-0.068,
31.509,-15.999,4.252,4.719,0.297,0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.007,-0.035,-1.572,5.947,0.058,-0.091,
31.611,-15.999,4.238,4.719,0.044,0.003,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.006,-0.037,-1.573,5.946,0.058,-0.096,
31.710,-15.999,4.238,4.719,0.001,0.001,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.006,-0.029,-1.573,5.945,0.079,-0.075,
31.808,-15.999,4.238,4.719,0.001,-0.011,0.000,-3.142,0.000,-3.142,0.202,6.157,-0.053,-0.027,-1.574,5.945,0.052,-0.108,
31.908,-15.999,4.237,4.732,0.018,0.206,0.000,-3.142,0.000,-3.142,0.200,6.157,0.100,-0.023,-1.575,5.943,0.160,0.016,
32.008,-15.999,4.241,4.734,-0.104,0.009,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.008,-0.023,-1.573,5.946,0.067,-0.089,
32.109,-15.999,4.259,4.735,-0.233,-0.005,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.024,-0.024,-1.573,5.946,0.057,-0.099,
32.209,-16.000,4.288,4.735,-0.343,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.011,-0.023,-1.573,5.946,0.071,-0.084,
32.309,-16.000,4.304,4.736,-0.056,-0.011,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.012,-0.019,-1.574,5.945,0.098,-0.055,
32.411,-16.000,4.299,4.736,0.106,-0.004,0.000,-3.142,0.000,-3.142,0.203,6.157,0.001,-0.033,-1.574,5.945,0.097,-0.052,
32.509,-16.000,4.281,4.736,0.230,-0.003,0.000,-3.142,0.000,-3.142,0.203,6.157,0.000,-0.033,-1.574,5.945,0.095,-0.058,
32.610,-15.999,4.253,4.736,0.241,0.009,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.008,-0.032,-1.573,5.946,0.104,-0.047,
32.707,-15.999,4.243,4.736,0.016,0.000,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.007,-0.036,-1.573,5.946,0.060,-0.094,
32.811,-15.999,4.243,4.736,0.001,0.001,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.006,-0.029,-1.573,5.945,0.079,-0.075,
32.910,-15.999,4.243,4.736,0.001,0.001,0.000,-3.142,0.000,-3.142,0.203,6.157,-0.006,-0.029,-1.573,5.945,0.080,-0.074,
33.009,-15.999,4.243,4.736,0.001,0.000,0.000,-3.142,0.000,-3.142,0.199,6.160,-0.033,-0.002,-1.573,5.945,0.081,-0.072,
33.108,-15.999,4.243,4.736,0.001,0.001,0.000,-3.142,0.000,-3.142,0.192,6.160,-0.013,-0.029,-1.573,5.945,0.081,-0.073,
33.207,-15.999,4.243,4.736,0.001,0.001,0.000,-3.142,0.000,-3.142,0.192,6.160,-0.006,-0.029,-1.573,5.945,0.081,-0.073,
33.311,-15.999,4.243,4.736,0.001,0.001,0.000,-3.142,0.000,-3.142,0.192,6.160,-0.006,-0.029,-1.573,5.945,0.081,-0.073,
33.408,-15.999,4.243,4.736,0.001,0.001,0.000,-3.142,0.000,-3.142,0.192,6.160,-0.006,-0.029,-1.573,5.945,0.081,-0.073,
33.508,-15.999,4.243,4.736,0.001,0.000,0.000,-3.142,0.000,-3.142,0.201,6.160,0.135,-0.029,-1.573,5.945,0.078,-0.076,
33.610,-15.999,4.243,4.736,0.001,0.001,0.000,-3.142,0.000,-3.142,0.206,6.160,-0.002,-0.029,-1.573,5.945,0.081,-0.073,
33.709,-15.999,4.243,4.736,0.001,0.002,0.000,-3.142,0.000,-3.142,0.193,6.159,-0.102,-0.035,-1.573,5.945,0.083,-0.070,
33.811,-15.999,4.243,4.736,0.001,0.001,0.000,-3.142,0.000,-3.142,0.192,6.159,-0.007,-0.029,-1.573,5.945,0.081,-0.073,
33.910,-15.999,4.243,4.736,0.001,0.001,0.000,-3.142,0.000,-3.142,0.192,6.159,-0.006,-0.029,-1.573,5.945,0.081,-0.073,
34.012,-15.999,4.243,4.736,0.001,0.001,0.000,-3.142,0.000,-3.142,0.196,6.159,-0.003,-0.029,-1.573,5.945,0.081,-0.073,
34.105,-15.999,4.243,4.736,0.001,0.001,0.000,-3.142,0.000,-3.142,0.199,6.159,0.020,-0.029,-1.573,5.945,0.080,-0.074,
34.208,-15.999,4.243,4.736,0.001,0.001,0.000,-3.142,0.000,-3.142,0.203,6.155,-0.003,-0.032,-1.573,5.945,0.081,-0.073,
